year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45874.3045249,33946.9853484
2018,45874.3045249,33946.9853484
2019,45874.3045249,33946.9853484
2020,45874.3045249,33946.9853484
2021,45874.3045249,33946.9853484
2022,45874.3045249,33946.9853484
2023,45874.3045249,33946.9853484
2024,45874.3045249,33946.9853484
2025,45874.3045249,33946.9853484
2026,45874.3045249,33946.9853484
2027,45874.3045249,33946.9853484
2028,45874.3045249,33946.9853484
2029,45874.3045249,33946.9853484
2030,45874.3045249,33946.9853484
2031,45874.3045249,33946.9853484
