year,Base case cost,Modeled water and wastewater efficiency
2017,49575.1047863,39545.723791
2018,52939.2962923,41670.1486735
2019,57624.1607675,44684.2767717
2020,59907.0004714,46089.2941744
2021,61469.2495691,47013.7347237
2022,62670.8735325,47698.8407155
2023,63511.9624166,48144.5923441
2024,64233.0016812,48512.6231443
2025,64954.2237436,48883.7418314
2026,66035.8622043,49499.811696
2027,66877.4048657,49957.4645775
2028,67598.7322595,50336.8936112
2029,68440.0534306,50799.4323902
2030,69041.2286874,51103.2015013
2031,70122.4389664,51731.6735042
