year,Base case diesel consumed,Modeled residential ashp
2017,5963.48561527,-16466.565575
2018,5963.48561527,-16466.565575
2019,5963.48561527,-16466.565575
2020,5963.48561527,-16466.565575
2021,5963.48561527,-16466.565575
2022,5963.48561527,-16466.565575
2023,5963.48561527,-16466.565575
2024,5963.48561527,-16466.565575
2025,5963.48561527,-16466.565575
2026,5963.48561527,-16466.565575
2027,6235.34985218,-16194.7013381
2028,6235.34985218,-16194.7013381
2029,6235.34985218,-16194.7013381
2030,6235.34985218,-16194.7013381
2031,6235.34985218,-16194.7013381
