year,Base case cost,Modeled non-residential energy efficiency
2017,306794.79109,308311.358509
2018,326052.748515,325025.342685
2019,352876.33207,348678.53825
2020,365944.231751,359773.675936
2021,374885.426269,367115.271182
2022,381763.268206,372589.639497
2023,386577.757562,376196.322529
2024,390704.462725,379192.729138
2025,394831.167887,382207.350513
2026,401021.225631,387126.544654
2027,405835.714987,390805.253146
2028,409962.420149,393871.997123
2029,414776.909505,397584.235675
2030,418215.830474,400054.795556
2031,424405.888217,405056.867435
