year,Base case cost,Modeled diesel efficiency
2019,94554.3165463,242037.154707
2020,101257.794212,244473.131143
2021,105844.384194,245070.40075
2022,109087.706036,244530.244639
2023,111550.976817,243362.716142
2024,113662.351773,241955.130575
2025,115773.726728,240625.521997
2026,118940.789162,240331.778816
2027,121087.078063,239184.424288
2028,123192.94029,238072.939782
2029,125649.779555,237351.445167
2030,127404.664745,236061.067778
2031,130221.668928,235803.887488
2032,133372.193177,235915.956296
2033,136172.659175,235774.291276
2034,139673.241673,236332.085201
2035,141401.482009,235340.171842
2036,144543.737164,235693.797839
2037,146638.573935,235153.888579
2038,149780.829091,235623.466355
