year,Base case diesel consumed,Modeled non-residential ashp
2017,6384.45983022,-7458.0006841
2018,6384.45983022,-7458.0006841
2019,6384.45983022,-7458.0006841
2020,6384.45983022,-7458.0006841
2021,6384.45983022,-7458.0006841
2022,6384.45983022,-7458.0006841
2023,6384.45983022,-7458.0006841
2024,6384.45983022,-7458.0006841
2025,6384.45983022,-7458.0006841
2026,6384.45983022,-7458.0006841
2027,6384.45983022,-7458.0006841
2028,6384.45983022,-7458.0006841
2029,6384.45983022,-7458.0006841
2030,6384.45983022,-7458.0006841
2031,6384.45983022,-7458.0006841
