year,Base case cost,Modeled residential energy efficiency
2017,284656.974642,273447.110833
2018,296957.28832,283712.544026
2019,314089.868085,298245.518213
2020,322436.50951,305056.254538
2021,328147.369432,309559.049554
2022,332540.338602,312913.879145
2023,335615.417022,315120.454916
2024,338251.198524,316952.009302
2025,340886.980027,318795.024348
2026,344840.65228,321809.502673
2027,360483.894939,336629.560823
2028,363214.105475,338599.800241
2029,366399.3511,340982.958341
2030,368674.526546,342571.305038
2031,372769.84235,345779.573264
