year,Base case diesel consumed,Modeled residential energy efficiency
2017,22430.0511679,17176.0665606
2018,22430.0511679,17176.0665606
2019,22430.0511679,17176.0665606
2020,22430.0511679,17176.0665606
2021,22430.0511679,17176.0665606
2022,22430.0511679,17176.0665606
2023,22430.0511679,17176.0665606
2024,22430.0511679,17176.0665606
2025,22430.0511679,17176.0665606
2026,22430.0511679,17176.0665606
2027,23452.5955552,18198.6109479
2028,23452.5955552,18198.6109479
2029,23452.5955552,18198.6109479
2030,23452.5955552,18198.6109479
2031,23452.5955552,18198.6109479
