year,Base case cost,Modeled diesel efficiency
2019,204455.677087,367655.069958
2020,216888.792585,374697.28648
2021,225435.76737,378306.505919
2022,231924.814399,380142.399703
2023,237041.90959,380826.29692
2024,240782.300224,380351.6445
2025,244945.682937,380352.350845
2026,250782.815207,381963.339727
2027,255241.658679,382407.951911
2028,259013.734112,382312.812492
2029,263887.648464,383301.945822
2030,267673.189937,383382.313868
2031,273560.225767,385451.905706
2032,278761.285678,386974.810995
2033,284350.484389,388925.694575
2034,290268.412898,391248.787759
2035,294465.064651,392078.728486
2036,300400.419801,394559.274302
2037,304245.370274,395207.777883
2038,309853.579865,397525.968744
