year,Base case diesel consumed,Modeled non-residential ashp
2017,14256.241099,-16735.5873461
2018,14256.241099,-16735.5873461
2019,14256.241099,-16735.5873461
2020,14256.241099,-16735.5873461
2021,14256.241099,-16735.5873461
2022,14256.241099,-16735.5873461
2023,14256.241099,-16735.5873461
2024,14256.241099,-16735.5873461
2025,14256.241099,-16735.5873461
2026,14256.241099,-16735.5873461
2027,14256.241099,-16735.5873461
2028,14256.241099,-16735.5873461
2029,14256.241099,-16735.5873461
2030,14256.241099,-16735.5873461
2031,14256.241099,-16735.5873461
