year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,35891.29,492724.74,439922.7,18043.57,270004.0,236920.79
2018,37833.65,521650.44,477877.4,18993.68,282288.35,253816.01
2019,40423.33,559873.7,518792.84,20227.02,298521.25,271645.48
2020,41575.97,578468.79,549846.69,20907.97,306418.33,285470.44
2021,42275.11,590865.53,568614.36,21413.93,311683.06,293751.71
2022,42745.75,600163.07,592145.32,21833.57,315631.6,304311.55
2023,43065.94,607394.5,606592.78,22194.25,318702.69,310724.99
2024,43234.62,612559.81,626734.68,22497.05,320896.32,319816.24
2025,43474.46,618758.17,648180.48,22831.42,323528.68,329449.31
2026,43855.91,627022.66,664354.31,23229.77,327038.5,336566.15
2027,44093.01,633221.02,686371.69,23565.01,329670.86,346417.84
2028,44258.6,638386.33,699702.4,23868.09,331864.5,352317.99
2029,44542.55,645617.76,723346.74,24252.49,334935.58,362835.06
2030,44687.58,650783.06,737012.95,24570.05,337129.22,368863.53
2031,45050.72,659047.55,762383.67,24979.0,340639.03,380084.0
