year,Base case cost,Modeled non-residential energy efficiency
2017,762728.735991,778415.251953
2018,803938.796171,814535.180598
2019,858394.947123,862945.603996
2020,884887.128667,885552.228347
2021,902548.58303,900040.12824
2022,915794.673802,910489.685317
2023,926097.188847,918260.361935
2024,933456.128165,923351.172059
2025,942286.855346,929842.568401
2026,954061.158255,939094.082619
2027,962891.885436,945662.909344
2028,970250.824754,950908.623668
2029,980553.339799,958911.765528
2030,987912.279117,964229.592502
2031,999686.582025,973663.628615
