year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,29669.2363309,21955.2348849
2018,29669.2363309,21955.2348849
2019,29669.2363309,21955.2348849
2020,29669.2363309,21955.2348849
2021,29669.2363309,21955.2348849
2022,29669.2363309,21955.2348849
2023,29669.2363309,21955.2348849
2024,29669.2363309,21955.2348849
2025,29669.2363309,21955.2348849
2026,29669.2363309,21955.2348849
2027,29669.2363309,21955.2348849
2028,29669.2363309,21955.2348849
2029,29669.2363309,21955.2348849
2030,29669.2363309,21955.2348849
2031,29669.2363309,21955.2348849
