year,Base case diesel consumed,Modeled non-residential ashp
2017,31966.8488742,23066.077966
2018,30019.866976,21119.0960678
2019,30019.866976,21119.0960678
2020,30019.866976,21119.0960678
2021,30019.866976,21119.0960678
2022,28072.8850779,19172.1141697
2023,28072.8850779,19172.1141697
2024,28072.8850779,19172.1141697
2025,28072.8850779,19172.1141697
2026,26125.9031797,17225.1322715
2027,26125.9031797,17225.1322715
2028,26125.9031797,17225.1322715
2029,24178.9212815,15278.1503734
2030,24178.9212815,15278.1503734
2031,24178.9212815,15278.1503734
