year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,258045.11,41980.93,,102696.28,74065.81
2018,,276722.95,44671.64,,109110.31,78691.69
2019,,302338.26,48361.75,,117906.71,85035.76
2020,,314612.27,50129.93,,122121.65,88075.62
2021,,322617.05,51283.09,,124870.52,90058.14
2022,,328487.23,52128.74,,126886.36,91511.99
2023,,332756.45,52743.76,,128352.43,92569.33
2024,,336492.01,53281.9,,129635.23,93494.51
2025,,340761.23,53896.92,,131101.3,94551.86
2026,,345564.11,54588.82,,132750.62,95741.37
2027,,349833.32,55203.84,,134216.69,96798.71
2028,,353035.24,55665.1,,135316.24,97591.72
2029,,357838.11,61705.55,,136965.56,104591.89
2030,,360506.37,62126.42,,137881.85,105291.61
2031,,365842.9,62968.15,,139714.43,106691.03
2032,,,63809.89,,,108090.46
2033,,,64567.45,,,109349.94
2034,,,65409.18,,,110749.37
2035,,,65998.4,,,111728.97
2036,,,66840.13,,,113128.4
