year,Base case cost,Modeled diesel efficiency
2019,127353.145966,285501.093237
2020,134418.442844,287946.148851
2021,139188.475305,288397.833455
2022,142398.27243,287522.170154
2023,144732.670338,285939.603316
2024,147203.184743,284567.608736
2025,149544.388477,283162.853932
2026,152620.621289,282509.114929
2027,154968.630847,281274.22152
2028,157183.926822,279997.650811
2029,160295.039487,279612.579464
2030,162703.45074,278664.001682
2031,166147.198092,278730.186384
2032,169124.746445,278444.377931
2033,171804.539963,277958.023959
2034,174782.088316,277810.85302
2035,176866.372163,276918.514823
2036,179843.920516,276903.558899
2037,182668.337811,276813.185542
2038,186190.352148,277419.288791
