year,Base case cost,Modeled non-residential energy efficiency
2017,360741.389604,399473.190087
2018,385833.260664,421363.829441
2019,420244.969546,451990.837201
2020,436733.913385,465921.359179
2021,447487.572411,474532.05165
2022,455373.589029,480499.165078
2023,461108.873843,484491.178374
2024,466127.248055,487845.852292
2025,471862.532869,491900.965543
2026,478314.728284,496655.787439
2027,484050.013098,500771.077499
2028,488351.476708,503576.875416
2029,494803.672123,508418.818014
2030,498388.225132,510611.396483
2031,505557.331149,516177.333036
