year,Base case diesel consumed,Modeled diesel efficiency
2019,29009.8282384,26372.5711258
2020,29094.9010484,26449.910044
2021,29179.9738585,26527.2489623
2022,29179.9738585,26527.2489623
2023,29179.9738585,26527.2489623
2024,29265.0466686,26604.5878806
2025,29265.0466686,26604.5878806
2026,29350.1194787,26681.9267988
2027,29350.1194787,26681.9267988
2028,29435.1922888,26759.2657171
2029,29520.2650989,26836.6046353
2030,29690.410719,26991.2824718
2031,29775.4835291,27068.6213901
2032,29775.4835291,27068.6213901
2033,29775.4835291,27068.6213901
2034,29775.4835291,27068.6213901
2035,29775.4835291,27068.6213901
2036,29775.4835291,27068.6213901
2037,29945.6291493,27223.2992266
2038,30030.7019594,27300.6381449
