year,Base case diesel consumed,Modeled non-residential ashp
2017,53365.2393336,37355.6675015
2018,53365.2393336,37355.6675015
2019,53365.2393336,37355.6675015
2020,53365.2393336,37355.6675015
2021,53365.2393336,37355.6675015
2022,53365.2393336,37355.6675015
2023,53365.2393336,37355.6675015
2024,53365.2393336,37355.6675015
2025,53365.2393336,37355.6675015
2026,53365.2393336,37355.6675015
2027,53365.2393336,37355.6675015
2028,53365.2393336,37355.6675015
2029,53365.2393336,37355.6675015
2030,53365.2393336,37355.6675015
2031,53365.2393336,37355.6675015
