year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,386800.85,11209.03,243576.07,163471.1
2018,379996.68,11219.83,243576.07,165657.22
2019,373386.91,11230.24,243576.07,167843.34
2020,366841.95,11240.51,243576.07,170029.46
2021,360296.99,11250.79,243576.07,172215.57
2022,354011.23,11260.74,243576.07,174401.69
2023,347919.88,11270.3,243576.07,176587.81
2024,341763.72,11280.03,243576.07,178773.93
2025,335801.97,11289.44,243576.07,180960.05
2026,329710.62,11298.99,243576.07,183146.16
2027,323424.87,11308.86,243576.07,185332.28
2028,317074.31,11318.89,243576.07,187518.4
2029,311630.97,11327.49,243576.07,189704.52
2030,306058.03,11336.3,243576.07,191890.63
2031,300096.28,11345.64,243576.07,194076.75
