year,Base case cost,Modeled solar power (pv)
2016,846808.077895,905544.499447
2017,994078.17455,1048890.34508
2018,1090590.4614,1142265.96249
2019,1228442.93919,1276337.39556
2020,1276609.98039,1322139.75052
2021,1304275.08631,1347779.74876
2022,1316921.7697,1358675.46803
2023,1318616.33196,1358829.74646
2024,1315790.33348,1354556.03477
2025,1316343.73928,1353639.89387
2026,1318842.4896,1354647.84636
2027,1316339.20317,1350743.55301
2028,1309516.88903,1342607.94533
2029,1311966.39012,1343666.77129
2030,1303807.21864,1334311.03919
2031,1302417.872,1331593.74733
2032,1298709.92353,1326535.7793
2033,1293460.99263,1319967.98897
2034,1286952.31831,1312170.94795
2035,1271624.14406,1295739.63054
