year,Base case diesel consumed,Modeled non-residential ashp
2017,33613.4978746,-39459.3235919
2018,33613.4978746,-39459.3235919
2019,33613.4978746,-39459.3235919
2020,33613.4978746,-39459.3235919
2021,33613.4978746,-39459.3235919
2022,33613.4978746,-39459.3235919
2023,33613.4978746,-39459.3235919
2024,33613.4978746,-39459.3235919
2025,33613.4978746,-39459.3235919
2026,33613.4978746,-39459.3235919
2027,33613.4978746,-39459.3235919
2028,33613.4978746,-39459.3235919
2029,33613.4978746,-39459.3235919
2030,33613.4978746,-39459.3235919
2031,33613.4978746,-39459.3235919
