year,Base case diesel consumed,Modeled non-residential ashp
2017,1661.84006347,-1394.495398
2018,1661.84006347,-1394.495398
2019,1661.84006347,-1394.495398
2020,1661.84006347,-1394.495398
2021,1661.84006347,-1394.495398
2022,1661.84006347,-1394.495398
2023,1661.84006347,-1394.495398
2024,1661.84006347,-1394.495398
2025,1661.84006347,-1394.495398
2026,1661.84006347,-1394.495398
2027,1661.84006347,-1394.495398
2028,1661.84006347,-1394.495398
2029,1661.84006347,-1394.495398
2030,1661.84006347,-1394.495398
2031,1661.84006347,-1394.495398
