year,Base case cost,Modeled water and wastewater efficiency
2017,71117.7565347,50434.6263359
2018,75378.261227,53214.534763
2019,80855.7767091,56807.2522797
2020,83410.1083429,58452.9066189
2021,85233.7260855,59612.76189
2022,86448.6147419,60368.0508083
2023,87419.9967068,60962.2713265
2024,88147.7653367,61395.4046973
2025,88996.9424759,61910.8632639
2026,90089.0539574,62589.7208227
2027,90937.6472935,63107.4187681
2028,91664.1997514,63545.0529111
2029,92633.7858398,64145.9870914
2030,93238.4953673,64504.63186
2031,94207.6057118,65107.5842619
