year,Base case diesel consumed,Modeled residential ashp
2017,2428.95156371,-5299.96413252
2018,2428.95156371,-5299.96413252
2019,2428.95156371,-5299.96413252
2020,2428.95156371,-5299.96413252
2021,2428.95156371,-5299.96413252
2022,2700.81580062,-5028.09989561
2023,2700.81580062,-5028.09989561
2024,2700.81580062,-5028.09989561
2025,2700.81580062,-5028.09989561
2026,2700.81580062,-5028.09989561
2027,2700.81580062,-5028.09989561
2028,2700.81580062,-5028.09989561
2029,2972.68003752,-4756.23565871
2030,2972.68003752,-4756.23565871
2031,2972.68003752,-4756.23565871
