year,Base case cost,Modeled residential energy efficiency
2017,124109.589114,112880.265227
2018,129346.416671,116845.096627
2019,136079.480672,122035.007576
2020,139221.577207,124308.347456
2021,141465.931874,125857.507924
2022,157455.356388,141297.329132
2023,158772.992527,142127.354538
2024,159761.219632,142689.814346
2025,160914.151253,143395.230866
2026,162396.491909,144380.351207
2027,163549.423531,145097.479265
2028,164537.650635,145683.368719
2029,181117.599361,161810.86766
2030,182016.526313,162346.179391
2031,183454.809435,163342.664303
