year,Base case diesel consumed,Modeled residential energy efficiency
2017,9135.84963109,6354.32836841
2018,9135.84963109,6354.32836841
2019,9135.84963109,6354.32836841
2020,9135.84963109,6354.32836841
2021,9135.84963109,6354.32836841
2022,10158.3940184,7376.87275569
2023,10158.3940184,7376.87275569
2024,10158.3940184,7376.87275569
2025,10158.3940184,7376.87275569
2026,10158.3940184,7376.87275569
2027,10158.3940184,7376.87275569
2028,10158.3940184,7376.87275569
2029,11180.9384057,8399.41714297
2030,11180.9384057,8399.41714297
2031,11180.9384057,8399.41714297
