year,Base case cost,Modeled non-residential energy efficiency
2017,94989.1647879,97136.3602291
2018,100522.245481,102097.520737
2019,107636.206371,108547.004062
2020,110956.054787,111442.648724
2021,113327.375084,113453.644749
2022,114908.255282,114728.167249
2023,116172.95944,115710.984487
2024,117121.487559,116401.981949
2025,118228.103697,117245.933332
2026,119650.895875,118391.024617
2027,120757.512014,119243.968504
2028,121706.040133,119952.956019
2029,122970.744291,120962.77099
2030,123761.18439,121531.838261
2031,125025.888548,122549.831861
