year,Base case cost,Modeled non-residential energy efficiency
2017,149730.930965,183887.671551
2018,169305.298592,201843.80668
2019,197332.234058,227553.727433
2020,210678.393804,239796.546839
2021,220020.705626,248366.520423
2022,226693.785499,254487.930126
2023,231587.377406,258976.963909
2024,235591.22533,262649.809731
2025,240484.817236,267138.843513
2026,246268.153126,272444.065255
2027,251161.745033,276933.099038
2028,255610.464948,281014.03884
2029,260948.928847,285911.166602
2030,264507.904779,289175.918444
2031,270291.240669,294481.140187
