year,Base case diesel consumed,Modeled non-residential ashp
2017,4357.06488213,-4745.47817272
2018,3775.78591666,-5326.75713819
2019,3775.78591666,-5326.75713819
2020,3775.78591666,-5326.75713819
2021,3194.50695119,-5908.03610366
2022,3194.50695119,-5908.03610366
2023,3194.50695119,-5908.03610366
2024,3194.50695119,-5908.03610366
2025,2613.22798573,-6489.31506912
2026,2613.22798573,-6489.31506912
2027,2613.22798573,-6489.31506912
2028,2031.94902026,-7070.59403459
2029,2031.94902026,-7070.59403459
2030,2031.94902026,-7070.59403459
2031,2031.94902026,-7070.59403459
