year,Base case cost,Modeled water and wastewater efficiency
2017,10394.3463845,12255.6701855
2018,11043.5565915,12701.8466491
2019,11877.0368436,13274.3735346
2020,12303.4894317,13567.5935274
2021,12638.0135565,13797.7237455
2022,12884.2631568,13967.183723
2023,13062.5983193,14089.9638421
2024,13221.0555105,14199.0934766
2025,13423.6920309,14338.5661102
2026,13646.2764081,14491.8435336
2027,13842.121939,14626.7184721
2028,14037.6273218,14761.3496407
2029,14246.8792378,14905.3677679
2030,14390.8348878,15004.5398209
2031,14591.4077211,15142.5357051
