year,Base case diesel consumed,Modeled non-residential ashp
2017,23240.6079807,12945.7835497
2018,23240.6079807,12945.7835497
2019,24375.3482008,14080.5237697
2020,24375.3482008,14080.5237697
2021,24375.3482008,14080.5237697
2022,24375.3482008,14080.5237697
2023,24375.3482008,14080.5237697
2024,25510.0884208,15215.2639898
2025,25510.0884208,15215.2639898
2026,25510.0884208,15215.2639898
2027,25510.0884208,15215.2639898
2028,26644.8286409,16350.0042098
2029,26644.8286409,16350.0042098
2030,26644.8286409,16350.0042098
2031,26644.8286409,16350.0042098
