year,Base case cost,Modeled non-residential energy efficiency
2017,755679.312358,665931.817631
2018,792540.985919,695576.939871
2019,844420.378339,737887.357283
2020,870360.074548,758407.791101
2021,886743.040575,770919.321456
2022,900395.512265,781163.6554
2023,909952.242447,787991.610825
2024,916778.478292,792550.990613
2025,926335.208474,799435.066584
2026,937257.185826,807494.704554
2027,946813.916008,814432.301242
2028,953640.151853,819098.752589
2029,964562.129205,827235.874933
2030,971388.365049,831952.171338
2031,982310.342401,840137.970499
