year,Base case diesel consumed,Modeled residential energy efficiency
2017,13568.4595583,12633.3665416
2018,12495.7320134,11560.6389967
2019,12495.7320134,11560.6389967
2020,12495.7320134,11560.6389967
2021,12495.7320134,11560.6389967
2022,12495.7320134,11560.6389967
2023,12495.7320134,11560.6389967
2024,12495.7320134,11560.6389967
2025,12495.7320134,11560.6389967
2026,12495.7320134,11560.6389967
2027,12495.7320134,11560.6389967
2028,12495.7320134,11560.6389967
2029,12495.7320134,11560.6389967
2030,12495.7320134,11560.6389967
2031,12495.7320134,11560.6389967
2032,12495.7320134,11560.6389967
2033,12495.7320134,11560.6389967
2034,12495.7320134,11560.6389967
2035,12495.7320134,11560.6389967
2036,12495.7320134,11560.6389967
