year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,3211.16,186668.24,67947.41,2952.68,569011.07,120869.63
2018,3448.56,201019.92,65949.31,3059.76,591521.06,120818.48
2019,3792.41,221218.59,70697.69,3219.72,623201.79,127289.28
2020,3959.35,231317.93,73071.88,3295.67,639042.15,130524.68
2021,4061.45,237696.45,74571.37,3341.0,649046.59,132568.09
2022,4147.49,243011.89,75820.94,3379.67,657383.62,134270.94
2023,4205.65,246732.7,76695.64,3405.12,663219.54,135462.93
2024,4248.2,249390.42,77320.43,3424.13,667388.06,136314.35
2025,4309.95,253111.23,78195.13,3452.54,673223.98,137506.34
2026,4382.99,257363.58,79194.79,3486.99,679893.61,138868.61
2027,4446.3,261084.38,80069.49,3516.65,685729.53,140060.6
2028,4491.37,263742.1,80694.28,3537.73,689898.05,140912.03
2029,4582.89,267994.45,81693.93,3586.64,696567.67,142274.3
2030,4643.76,270652.17,82318.72,3619.98,700736.19,143125.72
2031,4726.85,274904.52,83318.38,3662.05,707405.82,144488.0
2032,4795.51,279156.88,84318.04,3692.91,714075.44,145850.27
2033,4870.38,283940.77,85442.65,3725.87,721578.77,147382.83
2034,4944.82,288724.67,86567.27,3758.58,729082.1,148915.39
2035,4996.29,291913.93,87317.01,3781.82,734084.32,149937.1
2036,5081.9,296697.82,88441.63,3823.05,741587.65,151469.65
2037,5136.47,299355.54,89066.42,3851.19,745756.17,152321.08
2038,5226.17,304139.44,90191.03,3895.39,753259.5,153853.63
2039,5299.52,308391.79,91190.69,3929.88,759929.12,155215.91
2040,5389.48,313707.23,92440.26,3971.74,768266.16,156918.75
