year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,919.893571911,597.930821742
2018,916.977929406,596.035654114
2019,915.865543937,595.312603559
2020,914.231440773,594.250436503
2021,912.521944879,593.139264171
2022,911.377071997,592.395096798
2023,910.158177161,591.602815155
2024,909.523918682,591.190547143
2025,909.120224879,590.928146171
2026,909.184514317,590.969934306
2027,909.115838393,590.925294955
2028,909.03880073,590.875220475
2029,912.781570027,593.308020518
2030,915.785079332,595.260301566
2031,917.694160346,596.501204225
