year,Base case cost,Modeled non-residential energy efficiency
2017,516991.629314,541883.659226
2018,544523.844456,565628.2365
2019,582713.691265,599316.925242
2020,600476.410711,614070.387979
2021,612910.314323,623914.25882
2022,621791.674046,630497.767662
2023,628008.625852,634645.071803
2024,633337.441686,638005.445433
2025,639554.393492,642228.184477
2026,647547.617243,648137.510622
2027,653764.569049,652432.190114
2028,659093.384883,655936.484994
2029,666198.472661,661124.867384
2030,670639.152522,663871.066858
2031,678632.376273,669949.97381
