year,Base case cost,Modeled water and wastewater efficiency
2017,49928.3357709,50058.9550087
2018,52560.3048102,51494.0573252
2019,56203.7560582,53625.4013387
2020,57877.6648908,54432.6312148
2021,59041.0556771,54899.1524086
2022,59863.61482,55141.6353126
2023,60430.6096378,55218.2597631
2024,60903.8383351,55243.611552
2025,61458.775624,55332.4707999
2026,62184.2848497,55542.0738264
2027,62735.2935049,55642.6934164
2028,63203.288854,55692.3938251
2029,63836.5751241,55861.638484
2030,64216.6981265,55865.645298
2031,64924.7428473,56101.5697057
