year,Base case diesel consumed,Modeled residential ashp
2017,10009.2599851,-52615.7730722
2018,10182.0365723,-52442.996485
2019,10354.8131595,-52270.2198977
2020,10700.366334,-51924.6667233
2021,10873.1429212,-51751.8901361
2022,11045.9195084,-51579.1135489
2023,11218.6960956,-51406.3369616
2024,11391.4726828,-51233.5603744
2025,11564.2492701,-51060.7837872
2026,11737.0258573,-50888.0072
2027,12082.5790317,-50542.4540255
2028,12255.3556189,-50369.6774383
2029,12428.1322062,-50196.9008511
2030,12600.9087934,-50024.1242639
2031,12773.6853806,-49851.3476766
