year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,52328.5025481,38723.0918856
2018,52328.5025481,38723.0918856
2019,52328.5025481,38723.0918856
2020,52328.5025481,38723.0918856
2021,52328.5025481,38723.0918856
2022,52328.5025481,38723.0918856
2023,52328.5025481,38723.0918856
2024,52328.5025481,38723.0918856
2025,52328.5025481,38723.0918856
2026,52328.5025481,38723.0918856
2027,52328.5025481,38723.0918856
2028,52328.5025481,38723.0918856
2029,52328.5025481,38723.0918856
2030,52328.5025481,38723.0918856
2031,52328.5025481,38723.0918856
