year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,313836.67,4879.7,52328.5,58801.46
2018,306254.95,4879.64,52328.5,58801.46
2019,308064.43,4876.26,52328.5,58065.83
2020,309977.58,4872.75,52328.5,57330.2
2021,308768.47,4869.74,52328.5,57330.2
2022,309812.3,4864.66,52328.5,56594.57
2023,310600.92,4858.78,52328.5,55858.94
2024,311091.95,4851.41,52328.5,54387.68
2025,311995.18,4844.37,52328.5,53652.05
2026,312697.06,4837.85,52328.5,52916.42
2027,313189.78,4832.76,52328.5,52180.79
2028,313760.31,4827.7,52328.5,51445.16
2029,315301.41,4812.7,52328.5,49238.27
2030,316607.27,4800.26,52328.5,47767.01
2031,317617.68,4790.63,52328.5,46295.75
2032,317925.0,,,46295.75
2033,318001.3,,,45560.12
2034,318156.98,,,45560.12
2035,318465.5,,,45560.12
2036,319160.65,,,44088.86
