year,Base case cost,Modeled water and wastewater efficiency
2017,11553.1869986,15422.7474388
2018,13126.4162882,16461.1734855
2019,15340.1702267,17922.5115323
2020,16358.5206663,18594.8167982
2021,17106.4105771,19088.5831961
2022,17629.4424161,19434.0088406
2023,17986.2938255,19669.7759962
2024,18282.6232069,19865.6520869
2025,18633.1342776,20097.277765
2026,19092.1280548,20400.4881952
2027,19448.1514737,20635.6774288
2028,19749.8075177,20834.9799743
2029,20116.4916774,21077.5821529
2030,20331.3213717,21219.8541582
2031,20769.8441387,21509.6682663
