year,Base case cost,Modeled residential energy efficiency
2017,230286.880526,253832.060472
2018,249305.914174,268230.145422
2019,272732.609287,285123.775134
2020,281423.823581,290787.471316
2021,290379.032477,297511.877392
2022,292965.650951,298505.06528
2023,293520.099312,297944.112232
2024,289430.878968,292898.833536
2025,289710.42087,292062.974028
2026,291059.055742,291977.521373
2027,291096.03312,290899.097342
2028,290444.839816,289291.845686
2029,282401.930517,279974.191919
2030,276646.195914,273421.742022
2031,272802.253695,268143.712277
2032,277467.633346,271375.0044
2033,277660.043991,270133.327519
2034,282762.944318,273642.79726
2035,285824.684513,275748.479104
2036,281067.082591,269556.789655
