year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,23950.14,1060794.0,1060794.0
2004,,23950.14,1186052.0,1186052.0
2005,,23950.14,1511082.0,1511082.0
2006,,23950.14,1602974.0,1602974.0
2007,,23950.14,1696424.0,1696424.0
2008,,23950.14,1735500.0,1735500.0
2009,,23950.14,1757544.0,1757544.0
2010,,23950.14,1697567.0,1697567.0
2011,,23950.14,1766952.0,1766952.0
2012,,23950.14,1681956.0,1681956.0
2013,,23950.14,1706370.0,1706370.0
2014,start of forecast,23950.14,1735000.0,1735000.0
2015,,23950.14,1740000.0,1740000.0
2016,,23950.14,1744000.0,1744000.0
2017,,23950.14,1749000.0,1749000.0
2018,,23950.14,1755000.0,1755000.0
2019,,23950.14,1760000.0,1760000.0
2020,,23950.14,1766000.0,1766000.0
2021,,23950.14,1772000.0,1772000.0
2022,,23950.14,1778000.0,1778000.0
2023,,23950.14,1784000.0,1784000.0
2024,,23950.14,1791000.0,1791000.0
2025,,23950.14,1797000.0,1797000.0
2026,,23950.14,1804000.0,1804000.0
2027,,23950.14,1811000.0,1811000.0
2028,,23950.14,1818000.0,1818000.0
2029,,23950.14,1825000.0,1825000.0
2030,,23950.14,1832000.0,1832000.0
2031,,23950.14,1840000.0,1840000.0
2032,,23950.14,1847000.0,1847000.0
2033,,23950.14,1854000.0,1854000.0
2034,,23950.14,1862000.0,1862000.0
2035,,23950.14,1870000.0,1870000.0
2036,,23950.14,1878000.0,1878000.0
2037,,23950.14,1886000.0,1886000.0
2038,,23950.14,1894000.0,1894000.0
2039,,23950.14,1902000.0,1902000.0
2040,,23950.14,1911000.0,1911000.0
