year,Base case cost,Modeled residential energy efficiency
2017,661143.392298,653372.902604
2018,713321.147883,703058.344243
2019,777585.631182,764029.412686
2020,821255.393248,806185.984141
2021,861339.839559,845113.284692
2022,905859.41394,888831.758162
2023,938844.539946,921282.816894
2024,979509.643851,961502.864737
2025,1013372.4483,994831.601912
2026,1059178.18747,1039925.25138
2027,1094023.99178,1074236.98842
2028,1138165.79924,1117844.72861
2029,1184403.42952,1163459.2804
2030,1226553.63866,1205253.44469
2031,1275589.2345,1253576.95083
2032,1325373.78261,1302649.40924
2033,1374185.93632,1350838.48447
2034,1427189.73565,1403041.18288
2035,1473776.24345,1449182.63462
2036,1526416.1721,1501110.47357
