year,Base case cost,Modeled residential energy efficiency
2017,458808.223312,493624.901201
2018,487068.456833,511510.496536
2019,526268.135588,537493.789864
2020,539814.010719,543221.518412
2021,552442.71958,549792.804
2022,556527.877431,548610.168569
2023,563667.724069,551270.388745
2024,563051.232691,546718.609728
2025,570114.520902,549419.958817
2026,571926.657128,546684.54046
2027,572702.765476,543210.945262
2028,571617.353739,538414.779997
2029,579305.168289,541717.528425
2030,577174.15887,536222.691723
2031,579122.761469,533645.907045
