year,Base case diesel consumed,Modeled non-residential ashp
2017,168.785025244,-198.138942677
2018,168.785025244,-198.138942677
2019,168.785025244,-198.138942677
2020,168.785025244,-198.138942677
2021,168.785025244,-198.138942677
2022,168.785025244,-198.138942677
2023,168.785025244,-198.138942677
2024,168.785025244,-198.138942677
2025,168.785025244,-198.138942677
2026,168.785025244,-198.138942677
2027,168.785025244,-198.138942677
2028,168.785025244,-198.138942677
2029,168.785025244,-198.138942677
2030,168.785025244,-198.138942677
2031,168.785025244,-198.138942677
