year,Base case diesel consumed,Modeled residential ashp
2017,19277.7803897,-67089.0870681
2018,19277.7803897,-67089.0870681
2019,19277.7803897,-67089.0870681
2020,19074.3682162,-67292.4992417
2021,19074.3682162,-67292.4992417
2022,18870.9560426,-67495.9114152
2023,18870.9560426,-67495.9114152
2024,18667.5438691,-67699.3235887
2025,18667.5438691,-67699.3235887
2026,18464.1316956,-67902.7357623
2027,18260.719522,-68106.1479358
2028,18057.3073485,-68309.5601093
2029,18057.3073485,-68309.5601093
2030,17853.895175,-68512.9722829
2031,17650.4830014,-68716.3844564
