year,Base case cost,Modeled non-residential energy efficiency
2017,6220.14615397,6978.68149429
2018,6629.19813219,7344.03870249
2019,7196.59281166,7865.57151082
2020,7473.69253884,8103.14806275
2021,7658.4256903,8250.91620202
2022,7803.57316644,8360.63500829
2023,7909.13496727,8432.28610595
2024,7988.30631789,8478.79601962
2025,8093.86811872,8551.92512266
2026,8212.62514466,8638.71182676
2027,8318.18694549,8713.25046786
2028,8397.35829611,8762.58024835
2029,8516.11532205,8851.40760372
2030,8582.09144757,8889.10564427
2031,8714.04369861,8992.15944036
