year,Base case cost,Modeled non-residential energy efficiency
2017,322394.466681,296678.724313
2018,336596.383381,308043.625463
2019,355168.120603,323205.50198
2020,363907.761649,329892.715957
2021,370462.492433,334712.318226
2022,374832.312956,337663.834051
2023,378109.678348,339690.733704
2024,380840.816175,341264.531275
2025,383571.954002,342856.751593
2026,387395.546959,345410.896759
2027,390672.912351,347510.644284
2028,393404.050178,349155.582359
2029,396681.41557,351289.242801
2030,398866.325832,352495.33203
2031,403236.146354,355605.268189
