year,Base case diesel consumed,Modeled diesel efficiency
2019,47781.5647743,43437.7861585
2020,47781.5647743,43437.7861585
2021,47781.5647743,43437.7861585
2022,47781.5647743,43437.7861585
2023,47781.5647743,43437.7861585
2024,47781.5647743,43437.7861585
2025,47781.5647743,43437.7861585
2026,47781.5647743,43437.7861585
2027,47781.5647743,43437.7861585
2028,47781.5647743,43437.7861585
2029,47781.5647743,43437.7861585
2030,47781.5647743,43437.7861585
2031,47781.5647743,43437.7861585
2032,47781.5647743,43437.7861585
2033,47781.5647743,43437.7861585
2034,47781.5647743,43437.7861585
2035,47852.8054741,43502.550431
2036,47852.8054741,43502.550431
2037,47852.8054741,43502.550431
2038,47852.8054741,43502.550431
