year,Base case diesel consumed,Modeled residential ashp
2017,11452.1787025,-31622.1188803
2018,11452.1787025,-31622.1188803
2019,11724.0429394,-31350.2546434
2020,11724.0429394,-31350.2546434
2021,11724.0429394,-31350.2546434
2022,11724.0429394,-31350.2546434
2023,11724.0429394,-31350.2546434
2024,11724.0429394,-31350.2546434
2025,11724.0429394,-31350.2546434
2026,11724.0429394,-31350.2546434
2027,11724.0429394,-31350.2546434
2028,11724.0429394,-31350.2546434
2029,11724.0429394,-31350.2546434
2030,11724.0429394,-31350.2546434
2031,11995.9071763,-31078.3904065
