year,Base case cost,Modeled water and wastewater efficiency
2017,48816.0118087,42170.7178914
2018,51526.7446991,43787.1591897
2019,55069.9472668,45966.3439643
2020,56737.9856914,46893.2049699
2021,57989.0154337,47544.9369684
2022,58823.1467199,47921.4662446
2023,59447.9135818,48161.166663
2024,59968.6403347,48335.3890831
2025,60489.7720836,48514.330406
2026,61219.6831825,48837.7635861
2027,61846.0082573,49096.2702534
2028,62367.8749476,49288.3722042
2029,62993.1446794,49552.959641
2030,63410.6420713,49682.3919123
2031,64243.9666844,50093.7971991
