year,Base case cost,Modeled solar power (pv)
2016,85051.1852983,85876.0968165
2017,101296.917322,102067.784882
2018,113720.124163,114445.93127
2019,129965.856186,130639.620043
2020,137610.90655,138251.217663
2021,143344.694323,143956.13554
2022,147167.219505,147754.266634
2023,150034.113391,150599.229601
2024,152423.19163,152967.836298
2025,154812.269869,155336.929856
2026,158156.979403,158660.268716
2027,161023.87329,161507.210599
2028,163412.951528,163877.722585
2029,166279.845415,166725.586005
2030,168191.108006,168620.070446
2031,172013.633188,172422.650614
2032,175358.342722,175748.760728
2033,178703.052256,179075.30527
2034,182525.577438,182879.217439
2035,184711.82913,185050.750158
