year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,19288.37,1814317.0,1814317.0
2004,,19288.37,1696676.0,1696676.0
2005,,19288.37,1650868.0,1650868.0
2006,,19288.37,1605091.0,1605091.0
2007,,19288.37,1617448.0,1617448.0
2008,,19288.37,1644453.0,1644453.0
2009,,19288.37,1652013.0,1652013.0
2010,,19288.37,1648603.0,1648603.0
2011,,19288.37,1640753.0,1640753.0
2012,,19288.37,1642311.0,1642311.0
2013,,19288.37,1673758.0,1673758.0
2014,start of forecast,19288.37,1665000.0,1665000.0
2015,,19288.37,1671000.0,1671000.0
2016,,19288.37,1677000.0,1677000.0
2017,,19288.37,1683000.0,1683000.0
2018,,19288.37,1690000.0,1690000.0
2019,,19288.37,1696000.0,1696000.0
2020,,19288.37,1703000.0,1703000.0
2021,,19288.37,1710000.0,1710000.0
2022,,19288.37,1717000.0,1717000.0
2023,,19288.37,1724000.0,1724000.0
2024,,19288.37,1731000.0,1731000.0
2025,,19288.37,1738000.0,1738000.0
2026,,19288.37,1745000.0,1745000.0
2027,,19288.37,1752000.0,1752000.0
2028,,19288.37,1760000.0,1760000.0
2029,,19288.37,1768000.0,1768000.0
2030,,19288.37,1775000.0,1775000.0
2031,,19288.37,1783000.0,1783000.0
2032,,19288.37,1790000.0,1790000.0
2033,,19288.37,1796000.0,1796000.0
2034,,19288.37,1802000.0,1802000.0
2035,,19288.37,1809000.0,1809000.0
2036,,19288.37,1816000.0,1816000.0
2037,,19288.37,1823000.0,1823000.0
2038,,19288.37,1829000.0,1829000.0
2039,,19288.37,1836000.0,1836000.0
2040,,19288.37,1842000.0,1842000.0
