year,Base case cost,Modeled solar power (pv)
2016,233768.142043,250879.527698
2017,279528.791931,296081.778284
2018,314524.759808,330674.17739
2019,360912.694514,376520.768656
2020,383868.649543,399246.948332
2021,400661.494164,415893.019895
2022,413759.586722,428894.049958
2023,423116.214516,438202.163691
2024,431251.638889,446305.631848
2025,440727.643581,455735.252861
2026,452853.667113,467785.642886
2027,462464.619602,477352.650764
2028,471101.278652,485961.375237
2029,482419.09834,497222.448671
2030,489593.575758,504385.556804
2031,501054.49943,515791.931933
2032,513639.493768,528309.167067
2033,526014.651695,540618.033531
2034,538460.990879,552999.529843
2035,547259.290697,561776.773999
