year,Base case cost,Modeled diesel efficiency
2019,360912.694514,575591.947772
2020,383868.649543,596460.997798
2021,400661.494164,611727.220182
2022,413759.586722,623634.577052
2023,423116.214516,632140.60232
2024,431251.638889,639536.442659
2025,440727.643581,648150.992379
2026,452853.667113,659174.650135
2027,462464.619602,667911.879671
2028,471101.278652,675763.387898
2029,482419.09834,686052.314887
2030,489593.575758,692574.567085
2031,501054.49943,702993.588605
2032,513639.493768,714434.492549
2033,526014.651695,725684.636119
2034,538460.990879,736999.489922
2035,547259.290697,744997.944302
2036,560149.029787,756715.888929
2037,569066.706503,764822.867762
2038,581788.873053,776388.473716
