year,Base case cost,Modeled residential energy efficiency
2017,32338.2440857,32338.2440857
2018,33267.7928254,33267.7928254
2019,39630.8287005,39630.8287005
2020,42660.8457838,42660.8457838
2021,39467.2624479,39467.2624479
2022,40811.3736182,40811.3736182
2023,41797.0551431,41797.0551431
2024,42603.5218453,42603.5218453
2025,37750.5228037,37750.5228037
2026,38767.3080961,38767.3080961
2027,39627.664882,39627.664882
2028,34183.7594731,34183.7594731
2029,34985.6126151,34985.6126151
2030,35520.1813765,35520.1813765
2031,36388.8556137,36388.8556137
2032,30562.8245742,30562.8245742
2033,31338.8156934,31338.8156934
2034,32170.2347496,32170.2347496
2035,32669.0861833,32669.0861833
2036,26135.1414888,26135.1414888
