year,Base case diesel consumed,Modeled residential energy efficiency
2017,4047.76706627,4047.76706627
2018,3507.75173108,3507.75173108
2019,3507.75173108,3507.75173108
2020,3507.75173108,3507.75173108
2021,2967.7363959,2967.7363959
2022,2967.7363959,2967.7363959
2023,2967.7363959,2967.7363959
2024,2967.7363959,2967.7363959
2025,2427.72106072,2427.72106072
2026,2427.72106072,2427.72106072
2027,2427.72106072,2427.72106072
2028,1887.70572554,1887.70572554
2029,1887.70572554,1887.70572554
2030,1887.70572554,1887.70572554
2031,1887.70572554,1887.70572554
2032,1347.69039036,1347.69039036
2033,1347.69039036,1347.69039036
2034,1347.69039036,1347.69039036
2035,1347.69039036,1347.69039036
2036,807.675055179,807.675055179
