year,Base case cost,Modeled water and wastewater efficiency
2017,34388.6197793,25400.251494
2018,39366.270591,28850.9941426
2019,46493.5021657,33810.5912458
2020,49880.9783355,36147.7607135
2021,52248.0800982,37770.0746806
2022,53935.3076487,38916.363926
2023,55168.6555105,39745.1443678
2024,56175.2531796,40415.7180665
2025,57407.6752036,41245.5372396
2026,58865.7443869,42234.4581238
2027,60097.4483514,43065.3813947
2028,61216.0484781,43817.7386984
2029,62560.3850695,44729.203346
2030,63452.8803004,45324.4474323
2031,64910.1378407,46316.5827881
