year,Base case cost,Modeled non-residential energy efficiency
2017,149720.66522,181916.699207
2018,169293.874502,198925.65201
2019,197319.151429,223710.062681
2020,210664.521394,235049.893532
2021,220006.280369,242738.26078
2022,226678.965352,247998.871796
2023,231572.267673,251647.377907
2024,235575.878662,254499.441787
2025,240469.180983,258186.872503
2026,246252.174634,262709.219314
2027,251145.476955,266433.771421
2028,255593.93361,269768.166631
2029,260932.081596,273936.188113
2030,264490.84692,276489.020008
2031,270273.840571,281098.870858
