year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,18878.28,5496.99,30339.18,4047.77
2018,18878.28,5495.97,30339.18,3507.75
2019,18878.28,5494.91,30339.18,3507.75
2020,18878.28,5493.82,30339.18,3507.75
2021,18878.28,5492.71,30339.18,2967.74
2022,18878.28,5491.62,30339.18,2967.74
2023,18778.4,5490.48,30339.18,2967.74
2024,18778.4,5489.34,30339.18,2967.74
2025,18778.4,5488.21,30339.18,2427.72
2026,18778.4,5487.08,30339.18,2427.72
2027,18778.4,5485.98,30339.18,2427.72
2028,18778.4,5484.92,30339.18,1887.71
2029,18678.52,5483.87,30339.18,1887.71
2030,18678.52,5482.88,30339.18,1887.71
2031,18678.52,5481.91,30339.18,1887.71
2032,18678.52,5480.98,30339.18,1347.69
2033,18678.52,5480.09,30339.18,1347.69
2034,18678.52,5479.22,30339.18,1347.69
2035,18678.52,5478.39,30339.18,1347.69
2036,18678.52,5477.6,30339.18,807.68
2037,18578.63,5476.83,30339.18,807.68
2038,18578.63,5476.12,30339.18,807.68
2039,18578.63,5475.42,30339.18,807.68
2040,18578.63,5474.76,30339.18,807.68
