year,Base case cost,Modeled diesel efficiency
2019,250303.214333,448155.076227
2020,268665.226196,464847.814283
2021,280262.286319,475390.596214
2022,289926.503089,484176.247823
2023,296926.403433,490539.79359
2024,302001.113473,495153.166354
2025,308776.779481,501312.862724
2026,316770.652479,508580.019995
2027,323807.287459,514976.960886
2028,328914.140304,519619.554382
2029,337472.808322,527400.161671
2030,342874.303557,532310.611884
2031,351217.920896,539895.718557
2032,359304.395788,547247.059367
2033,368091.731555,555235.546428
2034,377174.475015,563492.585937
2035,383337.290211,569095.145207
2036,392752.176,577654.132287
2037,398270.762884,582671.029455
2038,407734.628187,591274.543367
