year,Base case cost,Modeled wind power
2019,250303.214333,458527.311387
2020,268665.226196,473429.054836
2021,280262.286319,482840.682278
2022,289926.503089,490683.705145
2023,296926.403433,496408.769759
2024,302001.113473,500572.882848
2025,308776.779481,506073.713124
2026,316770.652479,512610.631001
2027,323807.287459,518372.430249
2028,328914.140304,522568.686144
2029,337472.808322,529670.399041
2030,342874.303557,534161.297324
2031,351217.920896,541047.959543
2032,359304.395788,547677.479313
2033,368091.731555,554825.740568
2034,377174.475015,562269.409516
2035,383337.290211,567339.508372
2036,392752.176,575115.319649
2037,398270.762884,579723.309583
2038,407734.628187,587548.100374
